Ralph MacDonald,Laying In His Arms,"['William Eaton', 'William Salter']"
Bill Laswell,Ambient Compendium,"['M.I.L. Multimedia, LLC', 'Greenpoint Studios', 'Esperanto', 'Esperanto', 'Jean Pierre Stuys', 'Robert Musso', 'Anton Fier']"
國本佳宏,Star Soldier,"[]"
Harry Robinson,The Vampire Lovers - Original Soundtrack,"['GDI Records (2)', 'GDI Records (2)', 'Ian Christmas', 'Gary Wilson (5)', 'Harry Robinson', 'Philip Martell', 'Graham Skeggs', 'Roy Skeggs', 'Ingrid Pitt', 'Marcus Hearn', 'Steven Cook', 'Peter J. Reynolds']"
Georges Bizet,Carmen,"['Jerome Ducrot', 'Gustave Doré', 'Bernard Plantey', 'Ernest Blanc', 'Jean-Christophe Benoit', 'Xavier Depraz', 'Chœur de Radio France', 'Les Petits Chanteurs De Versailles', 'Maîtrise De Radio France', 'René Alix', 'Georges Bizet', 'Sir Thomas Beecham', 'Henri Meilhac', 'Ludovic Halévy', 'Prosper Mérimée', 'Maurice Tassart', 'Orchestre National De France', 'Claude Poirier', 'Lucienne Chevert', 'Denise Monteil', 'Janine Micheau', 'Monique Linval', 'Victoria De Los Angeles', 'Marcelle Croisier', 'Michael Hamel', 'Nicolai Gedda']"
Bizet,Carmen Highlights,"['Dyneley Hussey', 'Orchestre National De France']"
Clarion Quartet,Breaking The Silence,"['Trust Your Ears', 'Trust Your Ears', 'Mary Pappert School Of Music', 'Arvato', 'Frank Hallmann', 'Lukas Prinz', 'Clarion Quartet', 'Manfred Honeck', 'Matthias Dumpf', 'Tatjana Mead Chamis', 'Renée Silberman', 'Jessica Hill', 'Christian Zimmerli', 'Todd Rosenberg (3)', 'Felix Broede', 'Clemens Prokop', 'Nick Prokop', 'Tatjana Mead Chamis', 'Jennifer Orchard', 'Marta Krechkovsky', 'Bronwyn Banerdt (2)']"
Eldar,Selections From Virtue,"[]"
Paul Simon,In The Blue Light,"['Paul Simon', 'Paul Simon', 'Sony Music Entertainment', 'Barnes & Noble', 'Paul Simon Music', 'Avatar Studios', 'Power Station', 'Sear Sound', 'Sterling Sound', 'GZ Media', 'Sterling Sound', 'Memphis Record Pressing', 'Jim Corona', 'Andy Smith (15)', 'Brett Mayer', 'Chris Allen (4)', 'Owen Mulholland', 'Grant Valentine', 'Matt Soares', 'Nate Odden', 'Elana Schlenker', 'Mark Pernice', 'Out Of Office (3)', 'JN-H', 'Paul Simon', 'Dani Barnard', 'Eddie Simon', 'Jeff Kramer', 'Paul Simon Music', 'OK Management Co.', 'Gretchen Brennison', 'Jeffrey Schulberg', 'Jennifer Lebeau', 'Jeroen van der Meer', 'Jerri Meyer', 'John Jackson (11)', 'Richard Alcock', 'Richard Story', 'Greg Calbi', 'Roy Halee', 'Gabriel Cabezas', 'Hideaki Aomori', 'Alex Sopp', 'CJ Camerieri', 'Nadia Sirota', 'Rob Moose', 'Joost Evers (2)', 'Paul Simon', 'Roy Halee', 'Paul Simon']"
Tarja Turunen,Beauty And The Beat,"[]"
Michael Stapf,State Of Trance EP,"['Michael Stapf']"
Haggard,Eppur Si Muove,"['Dieter Roth']"
Pedro Tagliani,Live At Unisinos,"[]"
Régis Huby,Reminiscence,"['Livio Felluga Winery, Brazzano di Cormòns', 'Artesuono Recording Studio', 'Bruno Chevillon', 'Stefano Amerio', 'Brian Morton (4)', 'Livio Felluga Winery', 'Cantina Livio Felluga', 'Danilo Rossi', 'Bruno Chevillon', 'Michele Rabbia', 'Régis Huby', 'Michele Rabbia', 'Elisa Caldana', 'Ermanno Basso', 'Francesco Blasig', 'Lorenzo Crana', 'Régis Huby']"
Tamara Obrovac,Transhistria,"['Studio Metro, Ljubljana', 'Elvis Stanić', 'Žiga Golob', 'Krunoslav Levačić', 'Tamara Obrovac', 'Elvis Stanić', 'Tamara Obrovac', 'Janez Križaj', 'Dario Marušić', 'Dario Marušić', 'Tamara Obrovac']"
Doctor Lonnie Smith,Jungle Soul,"['Allison Miller', 'Matt Balitsaris', 'Peter Bernstein', 'Lonnie Smith']"
Torben Westergaard,What I Miss,"['MRC Studios (2)', 'Sound Track Studio', 'Sound Track Studio', 'Johan Jensen', 'Torben Westergaard', 'Torben Westergaard', 'John Ovesen', 'Toyo Tsuchiya', 'Adam Nussbaum', 'Alex Riel', 'James Farber', 'Ole Hansen (2)', 'Phil Klum', 'John Abercrombie', 'Uffe Steen Jensen', 'Ole Hansen (2)', 'Hans Ulrik', 'Torben Westergaard', 'Marilyn Mazur', 'Jacob Melnik', 'Søren Kjær Jensen', 'Ari Marcopoulos', 'Kenny Werner', 'Thomas Clausen', 'Torben Westergaard', 'Hans Ulrik']"
William Salter,Let's Be Lovers Again,"['William Eaton', 'Richard Alderson', 'Ralph MacDonald', 'William Salter']"
Anton Fier,Dreamspeed / Blind Light 1992-1994,"['Anton Fier', 'Bill Laswell', 'Matt Stein', 'Bruce Calder', 'Phew', 'Chippy (3)', 'Heung-Heung Chin', 'Bootsy Collins', 'Buckethead', 'Knox Chandler', 'Nicky Skopelitis', 'Scott Hull (2)', 'Aiyb Dieng', 'Jeffery Conn', 'Garry Rindfuss', 'Oz Fritz', 'Rich Costey', 'Lori Carson', 'Lydia Kavanagh', 'Kazu Makino']"
Robert Musso,Bob & Friends At The Brighton Bar 5/23/08,"['Jair-Rohm Parker Wells', 'Eric Slick', 'Bob Musso']"
Athena Ensemble,Complete Music For Wind Quintet Vol. 1,"['Robert Jordan (2)', 'Roger Fallows', 'Sir Edward Elgar', 'Brian Couzens', 'Richard McNicol', 'Sebastian Bell', 'David Theodore', 'Peter Reynolds']"
Elmer Schönberger,Monsterkoffer,"['DOCdata', "Muziekgebouw aan 't IJ", 'Amstelkerk. Amsterdam', 'Studio Grasland, Haarlem', 'Bethaniënklooster, Amsterdam', 'De IJsbreker, Amsterdam', 'Donemus', 'Elmer Schönberger', 'Riemke Kuipers', 'Dick Lucas (2)', 'Guido Tichelman', 'Ron Ford (2)', 'Elmer Schönberger', 'Elmer Schönberger', 'Reinier Tweebeeke', 'Leonard Franklin', 'Sieuwert Verster', 'Peter Lockwood', 'Suzanne Jansen']"
Mozart,Symphony No. 41 In C Major (Jupiter) / Symphony No. 35 In D Major (Haffner),"['Wolfgang Amadeus Mozart', 'Josef Krips', 'Dyneley Hussey', 'Israel Philharmonic Orchestra']"
Zvonimir Nagy,Liquescence - Music By Zvonimir Nagy,"[]"
Alexandre Desplat,The Light Between Oceans,"['Alexandre Desplat', 'Joel Iwataki', 'Eric Craig', 'John Bergin', 'Brad Aikman', 'Daniel Krekeler', 'Jeff Carney (2)', 'Lou Kosma', 'Rachel Calin', 'Shawn Conley', 'Brook Speltz', 'Käthe Jarka', 'Mina Smith', 'Nathan Vickery', 'Nick Canellakis', 'Sarah Seiver', 'Sophie Shao', 'Dean LeBlanc', 'Pascual Forteza', 'Solrey', 'Sandra Park', 'Xavier Forcioli', 'Mark Graham (3)', 'Claude Romano (3)', 'Norbert Vergonjane', 'Fred Sladkey', 'John Carbonara (2)', 'Angie Teo', 'Keisuke Ikuma', 'Brian McNelis', 'Skip Williamson', 'Mindy Kaufman', 'Tanya Witek', 'Victoria Drake', 'Alana Vegter', 'Chad Yarbrough', 'Javier Gandara', 'Leelanee Sterrett', 'Derek Cianfrance', 'DNA Mastering', 'Jason Loffredo', 'Grace Shryock', 'Jean-Pascal Beintus', 'Nicolas Charron', 'Sylvain Morizet', 'Ieva Jokūbavičiūtė', 'Dominique Lemonnier', 'Romain Allender', 'Suzana Perić', 'Demian Austin', 'Paul Pollard', 'Tim Albright', 'Andy Bove', 'Danielle Farina', 'David Creswell', 'Karin Brown (3)', 'Mark Holloway (3)', 'Mary Hammann', 'Maurycy Banaszek', 'Milena Pajaro', 'Natasha Lipkina', 'Nicholas Cords', 'Robert Rinehart', 'Ann Lehmann', 'Catherine Sim', 'Elizabeth Lim', 'Ellen DePasquale', 'Emily Popham', 'Hyunju Lee', 'Jeanine Wynton', 'Jessica Lee (2)', 'Joanna Maurer', 'Joyce Hammann', 'Jung Sun Yoo', 'Katherine Fong', 'Marta Krechkovsky', 'Matt Lehmann', 'Ming Hsin', 'Nancy McAlhany', 'Qianqian Li', 'Shan Jiang', 'Sharon Yamada', 'Suzanne Ornstein', 'Wen Qian', 'Yuri Namkung']"
Paul Simon,In The Blue Light,"[]"
Brahms,Symphony No. 1 C Minor, Op. 68,"['Johannes Brahms', 'Kubelik', 'Vienna Philharmonic Orchestra', 'Dyneley Hussey']"
Mozart,The Magic Flute (Highlights),"['The Decca Record Company Limited', 'Walter Berry', 'Kurt Boehme', 'The Vienna State Opera Chorus', 'Wolfgang Amadeus Mozart', 'Karl Böhm', 'The Vienna Philharmonic Orchestra', 'Dyneley Hussey', 'Hilde Gueden', 'Emmy Loose', 'Wilma Lipp', 'Leopold Simoneau']"
Wagner,Siegfried Idyll • Träume • Variations On A Theme By Haydn,"['Johannes Brahms', 'Richard Wagner', 'Paul Kletzki', 'Dyneley Hussey', 'Derek Allen (4)', 'A. Sternberg']"
Régis Huby,Improvisation,"['Gravner Winery, Oslavia', 'Artesuono Recording Studio', 'Dominique Jezequel', 'Atsushi Sakaï', 'Stefano Amerio', 'Brian Morton (4)', 'Danilo Rossi', 'Atsushi Sakaï', 'Guillaume Roy', 'Régis Huby', 'Elisa Caldana', 'Ermanno Basso', 'Francesco Blasig', 'Lorenzo Crana', 'Guillaume Roy', 'Régis Huby']"
Sandi Cenov,Sve Što Imam (Best Of Sandi Cenov),"['Kristina Krajna', 'Elvis Stanić', 'Andrea Knapić', 'Sandi Cenov', 'Zanetti', 'Simona Antonović', 'Petar Trbović', 'Mare Milin', 'Miroslav Drljača Rus']"
Peter Bernstein,Signs LIVE!,"['Christian McBride', 'Peter Bernstein', 'Gregory Hutchinson', 'Peter Bernstein', 'Brad Mehldau']"
Nils Vinding Quartet,Wondering In Circles,"['Sun Studio, Copenhagen', 'Kurt Larsen', 'Nils Vinding', 'Jens Jefsen', 'Nils Vinding', 'Thomas Clausen', 'Bjarne Hansen (5)']"
Thomas Clausen,Release No. 12 - Action Rock,"['Thomas Clausen', 'Ole Georg']"
Nosaj Thing,Eclipse/Blue,"['Kazu Makino', 'Jason Chung', 'Adam Guzman', 'David Ives']"
Eric Slick,Bullfighter,"['Ape School', "Big Mike's Rave Dungeon", 'Strange America', 'Party Tent Studios', 'Tote Bag Studios', "The Butler's Quarters", 'Rachel Icenogle', 'Darryl Norsen', 'Vincent Duong', 'James Plotkin', 'Eric Slick', 'Michael Johnson (9)', 'José Díaz Rohena', 'David Butler', 'Ricardo Lagomasino', 'Rosa Ortega', 'Abby Nixon', 'Nina Wilbach']"
Ole Georg,Media Music Release No. 7,"['Capitol Records, Inc.']"
Mozart,Flute And Harp Concerto K299 (297c) - Oboe Concerto K271k - Flute And Oboe Concerto,"['Steven John (4)', 'David Theodore', 'Skaila Kanga', 'Susan Milan', 'Antonio Salieri', 'Wolfgang Amadeus Mozart', 'Richard Hickox', 'Jaquetta Sergeant', 'Richard Smoker', 'Ben Connellan', 'Susan Milan', 'Skaila Kanga', 'Alison Kelly', 'Edward Blakeman', 'Pauline Hutchinson', 'Renate Maria Wendel', 'David Theodore', 'City Of London Sinfonia', 'Arturo Ricci', 'Ralph Couzens']"
Tarik O'Regan,Scattered Rhymes,"['Harmonia Mundi USA', 'Harmonia Mundi USA', 'Novello & Co. Ltd.', 'Schott & Co.', 'Greyfriars Kirk, Edinburgh', 'Sony DADC', 'Ave Hännikäinen', 'Helis Naeris', 'Iris Oja', 'Marianne Pärna', 'Merili Kristal', 'Tiiu Otsing', 'Petrarca', 'Guenter Fruhtrunk', 'Guillaume Dufay', 'Guillaume de Machaut', 'Donald Greig', 'Aarne Talvik', 'Allan Vurma', 'Kalev Keeroja', 'Märt Krell', 'Rainer Vilu', 'Ranno-Eduard Linde', 'Robert Macdonald', 'Tõnu Tormis', 'Estonian Philharmonic Chamber Choir', 'Orlando Consort', 'Mikk Üleoja', 'Paul Hillier', 'Robert Harre-Jones', 'Brad Michel', 'Brad Michel', 'Chris Barrett', 'Angus Smith', 'Geneviève Bégou', 'Leofranc Holford-Strevens', 'Heidi Fritz', 'Doug Marke', 'Richard Haughton', 'Suzanne Jansen', 'Robina G. Young', 'Annika Ilus', 'Hele-Mai Poobus', 'Hele-Mall Leego', 'Kaia Urb', 'Karoliina Kriis', 'Kristel Kurik', 'Kristiina Under', 'Vilve Hepner', 'Angus Smith', 'Arvo Aun', 'Kaido Janke', 'Mark Dobell', 'Martin Lume', 'Raul Mikson', 'Tiit Kogerman', 'Toomas Tohert']"
The People's People,The People's People Present The Spirit Of David,"['The Voice Of The People Record Co.', 'The Voice Of The People Record Co.', 'Mantra Studios', 'Jeff Jones (42)', 'Samuel Estrada', 'Emmons Porter', 'Curtis Riley', 'Jack Spinovich', 'Scott Saxon', 'Leonard Franklin', 'Ray Vega', 'Steve Espanosa', 'Jeff Jones (42)']"
Acda En De Munnik,Trilogie,"['Sony Music Entertainment (Holland) B.V.', 'Sony Music Entertainment (Holland) B.V.', 'Sony Music', 'De Kleine Komedie', 'Luxor Theater', 'Volière Studio', 'Volière Studio', 'Wisseloord Studios', 'Studio Berkhout', 'André Veltkamp', 'Paul de Munnik', 'Ruut Weissman', 'Thomas Acda', 'Ruut Weissman', 'Bart Wagemakers', 'Peter Nijssen', 'Meesters Ontwerpers', 'Albert Lantink', 'Frans Schilte', 'Marcel Veltman', 'Reinier Tweebeeke', 'Chris Ten Hartog', 'Paul De Munnik', 'Thomas Acda', 'George Visser', 'Judith Boudri', 'Mojo Theater', 'Freek Wouters', 'Richard Burne', 'Sander van der Heide', 'Rob Lijten', 'Rob ten Bokum', 'David Middelhoff', 'Bob Bronshoff', 'Daan van Rijsbergen', 'Bart Wagemakers', 'Paul de Munnik', 'Rob Lijten', 'Robert van Delft', 'Hennie Schwithal']"
Hildur Guðnadóttir,Joker (Original Motion Picture Soundtrack),"['Hildur Guðnadóttir', 'Todd Phillips (3)', 'Niki Sherrod', 'Jason Linn', 'Sam Slater', 'George Drakoulias', 'Randall Poster']"
Theodore Shapiro,The Secret Life Of Walter Mitty (Original Motion Picture Score),"['Lisa Kim', 'David Romano', 'Jeff Allen (2)', 'Jeremy McCoy', 'Rachel Calin', 'Satoshi Okamoto (2)', 'Shawn Conley', 'Stephen Sas', 'J. Jeff Robinson', 'Marc Goldberg', 'Alan Stepansky', 'Jerry Grossman', 'Mary Wooten', 'Maureen McDermott', 'Michael Nicolas (2)', 'Mina Smith', 'Nick Canellakis', 'Wei Yu', 'Anthony McGill', 'Dean LeBlanc', 'Mark Graham (3)', 'Sandra Park', 'Areli Quirarte', 'WLP Ltd.', 'Shawn Pelton', 'Dan DiPrima', 'Nancy Allen', 'Mick Gormaley', 'Ben Stiller', 'George Drakoulias', 'José González', 'Diva Goodfriend-Koven', 'Kathleen Nester', 'Mindy Kaufman', 'Joel Shearer', 'Marc Copley', 'Nathan Matthew David', 'Victoria Drake', 'Barbara Jöstlein', 'Chad Yarbrough', 'Erik Ralske', 'Howard Wall (2)', 'Philip Myers', 'Ellen Ginsburg', 'Tom Cavanaugh', 'Fred Sladkey', 'Theodore Shapiro', 'Ryan Walsh (6)', 'Sherry Sylar', 'John Ashton Thomas', 'Andres Renteria', 'Gordon Gottlieb', 'Joe Bonadio', 'Joe Tompkins', 'Rolando Morales-Matos', 'Doug Petty', 'Henry Hey', 'Zac Rae', 'Bryan Carrigan', 'Chris Lane (5)', 'Chris Fogel', 'Mel Wesson', 'Patrick Houlihan', 'Erik Charlston (2)', 'Demian Austin', 'Joe Fiedler', 'Patrick Herb', 'Tim Albright', 'John Sheppard (2)', 'Matthew Muckey', 'Tony Kadleck', 'Morris Kainuma', 'Desiree Elsevier', 'Junah Chung', 'Ken Mirkin', 'Kyle Armbrust', 'Michael Roth (3)', 'Milena Pajaro', 'Natasha Lipkina', 'Nikki Federman', 'Robert Rinehart', 'Vivek Kamath', 'Anna Rabinova', 'Annaliesa Place', 'Bryan Lee (5)', 'Conway Kuo', 'David Southorn', 'Emily Popham', 'Fiona Simon', 'Hyunju Lee', 'Jeanine Wynton', 'Jennifer Kim (2)', 'Joanna Maurer', 'Joel Link', 'Jung Sun Yoo', 'Laura Seaton', 'Liza Lim', 'Matt Lehmann', 'Peter Bahng', 'Ragga Petursdottir', 'Rob Shaw', 'Sein Ryu', 'Shan Jiang', 'Sharon Yamada', 'Suzanne Ornstein', 'Wen Qian']"
Amy Winehouse,Lioness: Hidden Treasures,"['Gary Noble', 'Heshima Thompson', 'Zalon Thompson', 'Alex Hutchinson', 'Adam Bancroft', 'Adam Whittaker', 'Alessandro Perrotta', 'Brian Chirlo', 'Gabriel Roth', 'Greg Freeman (3)', 'Neil Dyer (4)', 'Nicolas Essig', 'Shomari "Sho" Dillon', 'Vaughan Merrick', 'Bob Ludwig', 'Stuart Hawkes', 'Tom Elmhirst', 'Ben Baptie', 'Xavier Stephenson', 'Ross Halfin', 'Bryan Adams', 'Phil Ramone', 'Mark Ronson', 'SaLaAm ReMi', "Paul Staveley O'Duffy", 'Ben Jackson (5)', 'Franklin Socorro', 'Gleyder "Gee" Disla', 'Scott McCormick', 'Steve Mandel', 'Dae Bennett', 'Wayne Gordon (2)', 'Amy Winehouse']"
Brahms,Symphony No. 3 In F Major,"['Johannes Brahms', 'Rafael Kubelik', 'Wiener Philharmoniker', 'Hans Wild (2)']"
Pierrette Alarie,Colas Et Colinette,"['Godfrey Ridout', 'Pierre Hétu', 'Joseph Quesnel', 'Orchestre De Radio-Canada', 'Leopold Simoneau', 'Pierrette Alarie', 'Claude Corbeil (2)', 'Claude Létourneau']"
Wagner,Siegfried Idyll • Träume • Variations On A Theme By Haydn,"['Garrod & Lofthouse', 'Brahms', 'Wagner', 'Paul Kletzki', 'Dyneley Hussey', 'Derek Allen (4)', 'A. Sternberg']"
Ole Georg,Media Music Release No. 6,"['Capitol Records, Inc.']"
Various,My Fair Lady,"['The Decca Record Company Limited', 'Loewe and Lerner', 'Cyril Stapleton And His Orchestra And Chorus', 'Hans Wild (2)', 'Loewe, Lerner']"
MOИИIOT,STATIOИ MIR,"['Didier Ithursarry', 'Christophe Monniot', 'Atsushi Sakaï', 'Emil Spanyi', 'Olivier Degen', 'Le Triton', 'Jacques Vivante', 'Guillaume Roy']"
Miroslav Rus,Ima Kurvi Nema Para,"['Zvonimir Domazet', 'Ivica Propadalo', 'Danijel Banić', 'Dubravka Jagarinec', 'Ivana Husar', 'Jadranko Jagarinec', 'Marija Husar', 'Nina Badrić', 'Fedor Boić', 'Nikša Bratoš', 'Sandi Miličević', 'Miroslav Budanko - Ajzić', 'Damir Hoyka', 'Emil Gabrić', 'Branislav Bekić', 'Miroslav Drljača Rus', 'Žarko Fabek']"
Anne Sofie Von Otter,Love Songs,"['Naïve', 'Naïve', 'Berwaldhallen', 'Studio Babel', 'MPO', 'Thomas Dappelo', 'Ivan Hewett', 'Richard Dumas', 'Brad Mehldau', 'Jean-Pierre Loisil', 'Edgar Lips', 'Jean Roujon', 'Gabriele Franz', 'Anne Sofie Von Otter']"
The Jime,Rockabilly Revival,"['Sun Studio, Copenhagen', 'Johnny No Cash', 'Jan Frifelt', 'Vince Gordon', 'The Jime', 'Bjarne Hansen (5)', 'Tonnni B. Donvild']"
Jens Jefsen,Jam Me Up,"['Emir Bosnjak', 'Hans Esbjerg', 'Live Foyn Friis', 'Martin Schack', 'Oskar Jefsen', 'Uffe Steen']"
Jens Jefsen,Kiss My Jazz,"['Copenhagen JazzHouse', 'Sonopress', 'Jens Jefsen', 'Stine Rye Jefsen', 'Alex Riel', 'Uffe Steen', 'DI.SC.Art', 'Gorm Valentin', 'Jens Jefsen']"
Povl Dissing & Benny Andersen,Skynd Dig Langsomt,"['Kavan A/S', 'Sweet Silence Studios', 'Tocano', 'Jens Jefsen', 'Svend-Erik Nørregård', 'Leo Wassinger', 'Benny Andersen', 'Povl Dissing', 'John Ovesen', 'Benny Andersen', 'Flemming "Junior" Hansson', 'Benny Andersen', 'Jens Jefsen', 'Povl Dissing', 'Kim Menzer', 'Søren Svendsen', 'Peter Abrahamsen', 'Povl Dissing']"
Sephiroth (5),Ishtar,"['Arturo Ricci', 'Walter Roncucci', 'Alberto Cerracchio', 'Sephiroth (5)', 'Paolo Pagnani']"
Estonian Philharmonic Chamber Choir,Baltic Voices,"['Harmonia Mundi France', 'Harmonia Mundi France', 'Estonian Philharmonic Chamber Choir', 'Mikk Üleoja', 'Veronika Portsmuth', 'Paul Hillier', 'Karin Elsener', 'Chris Barrett', 'Everett Porter', 'Geoff Miles', 'Maido Maadik', 'Robina G. Young', 'Brad Michel', 'Isabel Florence Hapgood']"
Schnittke,Psalms Of Repentance; Magnificat & Nunc Dimittis,"['BIS Records AB', 'BIS Records AB', 'Niguliste Church, Tallinn', 'Ave Hännikäinen', 'Marianne Pärna', 'Estonian Philharmonic Chamber Choir', 'Kaspars Putniņš', 'Christian Rohlfs', 'Jens Braun', 'Robert Suff', 'Andrew Barnett', 'Gavin Dixon', 'Arlette Lemieux-Chené', 'Horst A. Scholz', 'Jānis Deinats', 'Kaupo Kikkas', 'Kaia Urb', 'Maria Melaha', 'Raul Mikson', 'Toomas Tohert']"
Freek de Jonge,De Komiek: De Grote Shows 1980-1995,"['Hella de Jonge', 'Freek de Jonge', 'Bernard Hunnekink', 'Willem Breuker', 'Jan Schuurman', 'Rob Verdurmen', 'Frank van der Steen', 'Hennie Schwithal', 'Jan de Hont', 'Bernd Wouthuysen', 'Pauline Mouw', 'Focus Show Equipment BV', 'De Roje Hel B.V.', 'Tom Meijer', 'Constructiebedrijf Van Galen', 'René Cevat Bouwbedrijf', 'The Friendship Store', 'NOB', 'Theo van Kralingen', 'Piet Schreuders', 'Arjen van der Grijn', 'Nike', 'De Hal B.V.', 'Forbo', 'Poligras', 'Sportiflor B.V.', 'Jaap van Beusekom', 'Peter De Wit', 'Universal Studios', 'Jop Pannekoek', 'Arjen Gorter', 'Thijs Thunissen', 'Thunissen En Verhaegen Muziekinstrumenten B.V.', 'John Wolfkamp', 'Erik Hendriks', 'Guus Bridié', 'Eleonore Pameijer', 'Charlotte Fischer', 'Fabrique (4)', 'Hotline (4)', 'Paul Roos', 'Vincent van Warmerdam', 'Rob Hauser', 'Jeroen Vermeulen', 'Lodewijk Wijnberg', 'Robin van Oers', 'Daaf van der Veen', 'The Van Studios', 'Alain Delon', 'Astor Piazzolla', 'Barry Reynolds', 'Bennie Benjamin', 'Bob Dylan', 'Bojan Groep van Gopal', 'Caravelli', 'Carl Orff', 'Dennis Wilkey', 'Gloria Caldwell', 'Gustav Mahler', 'Henny Vrienten', 'Jacques Brel', 'Jagger-Richards', 'Japanese Zen Monniken', 'Joop Visser (2)', 'Kleine Zangeressen van Tokio', 'Labi Siffre', 'Lennon-McCartney', 'Lou Reed', 'Neil Innes', 'Paul Anka', 'Pietro Mascagni', 'Sammy Cahn', "Screamin' Jay Hawkins", 'Sol Marcus', 'Wannes van de Velde', 'The Tragedians (2)', 'Museum van Speeldoos tot Pierement', 'Piet Meekel', 'Van Heeswijk B.V.', 'David Copperfield (2)', 'Gerrit ter Horst', 'Hans de Vente', 'Jopie Huisman', 'Lee Towers', 'Martin Simek', 'Remco Campert', 'George Visser', 'Mojo Theater', 'Orlow Seunke', 'Kors van Bennekom', 'Lon van Keulen', 'Marc Mildner', 'Willem Diepraam', 'Henk de Jonge', 'Gerda van Dorp', 'Good Boy Productions', 'Jan Wolfkamp', 'Paul Schuurman', 'Bob Driessen', 'Leo van Oostrom', 'EMI Studios', 'Gé Voskuylen', 'Marcel Geurts', 'Mirasound, Wijhe, The Netherlands', 'Peter Bol', 'Tom Stramrood', 'Melle van Essen', 'Andy Altenfelder', 'Boy Raaymakers', 'Vera Beths', 'Rob Boonzajer', 'Sylvia de Leur']"
Various,Mona Lisa Smile: Music From The Motion Picture,"['David Coleman (5)', 'Trevor Horn', 'Robert Orton', 'Elaine Goldsmith-Thomas', 'Glen Brunman', 'Lia Vollack', 'Randall Poster', 'Vlado Meller']"
Danny Elfman,The Girl On The Train (Original Motion Picture Soundtrack),"['Blake Hinson', 'Bradley Aikman', 'Ian Walker', 'Jacqui Danilow', 'Jeremy McCoy', 'Marji Danilow', 'Pawel Knapik', 'Rachel Calin', 'Alan Stepansky', 'Andrew Janss', 'Caitlin Sullivan', 'David Heiss', 'Jules King', 'Mary Wooten', 'Maureen McDermott', 'Mina Smith', 'Sarah Seiver', 'Danny Elfman', 'Pete Anthony', 'Sandra Park', 'Gina Zimmitti', 'Mark Cavell', 'Melisa McGregor', "Joe D'Ambrosio", 'Bill Abbott', 'Nic Ratner', 'David Channing', 'Lawrence Manchester', 'Noah Scot Snyder', 'Grace Paradise', 'Patricia Sullivan', 'Ryan Hopkins', 'Melissa Karaban', 'Mike Hurwitz', 'David Slonaker', 'Edgardo Simone', 'Steve Bartek', 'Marc Mann', 'Steve Bateman (3)', 'TJ Lindgren', 'Klara Korytowska', 'Michael Tuller', 'Adrienne Somerville', 'Alexis Sykes', 'Calvin Wiersma', 'Celia Hatton', 'Junah Chung', 'Mary Hammann', 'Nikki Federman', 'Robert Rinehart', 'Shmuel Katz', 'Vivek Kamath', 'Will Frampton', 'Angela Lee (2)', 'Ann Lehmann', 'Anna Rabinova', 'Annaliesa Place', 'Catherine Sim', 'Cenovia Cummins', 'David Southorn', 'Elizabeth Lim', 'Emily Popham', 'Emma Sutton', 'Fiona Simon', 'Henry Wang', 'Jeanine Wynton', 'Joanna Maurer', 'Karen Marx', 'Katherine Fong', 'Krzysztof Kuznik', 'Lisa Kim', 'Lisa Lee (11)', 'Matt Lehmann', 'Miran Kim (2)', 'Peter Bahng', 'Ragga Petursdottir', 'Sein Ryu', 'Shan Jiang', 'Sophia Kessinger', 'Suzanne Ornstein', 'Tallie Brunfelt', 'Petra Haden']"
Amy Winehouse,Our Day Will Come,"[]"
Brahms,Symphony No. 1 In C Minor,"['Johannes Brahms', 'Rafael Kubelik', 'James Brown (13)', 'K (52)', 'Wiener Philharmoniker', 'Hans Wild (2)', 'Erik Smith']"
Cyril Stapleton And His Orchestra And Chorus,Beyond The Stars,"[]"
The Cyril Stapleton Choir & Orchestra,Once Upon A Time In The West,"[]"
The Cyril Stapleton Choir & Orchestra,Serenade For Elizabeth,"[]"
Thompson,Druga Strana,"['Sony DADC', 'Croatia Records Studio', 'Studio Šparmajer, Split', 'Dijana Tičić', 'Marko Perković', 'Želimir Babogredac', 'Tiho Orlić', 'Damir Šomen', 'Krešo Jukić', 'Damir Lipošek Kex', 'Tomislav Mandarić', 'Fedor Boić', 'Tiho Orlić', 'Željko Šparmajer', 'Gogo Martinac', 'Žarko Fabek Febo', 'A. Pupačić', 'D. Lipošek', 'D. Šomen', 'F. Boić', 'M. P. Thompson', 'Tiho Orlić', 'T. Mandarić', 'V. Ostojić']"
Berlioz,Les Nuits D'été – Harold En Italie,"['Naïve', 'Naïve', 'Bärenreiter-Verlag', 'Opéra Royal, Versailles', 'Naïve (3)', 'Hector Berlioz', 'Marc Minkowski', 'Ferdinando Scianna', 'Magnum Photos', 'Laure Casenave-Péré', 'Christian Wasselin', 'Charles Johnston', 'Gabriele Franz', 'Anne Sofie Von Otter', 'Étienne Grossein', 'Jean-Nicolas Valdenaire', 'Vincent Mons', 'Jean-Pierre Loisil', 'Johann Wolfgang von Goethe', 'Gérard De Nerval', 'Antoine Tamestit']"
