Rita Payés,Imagina,"['Pau Marin', 'Sílvia Fabra', 'Elisabeth Roma', 'Pere Payés', 'David Casamitjana', 'Eudald Payés', 'Rita Payés']"
Boccherini,Boccherini: Fandango (Guitar Quintet No.4 In D / La Musica Notturna Di Madrid) - Haydn: String Quartets Opp. 3/5 & 74/3,"['Sony Music Entertainment', 'Nina Corti', 'Stephan Goerner', 'Joseph Haydn', 'Luigi Boccherini', 'Christine Schweitzer', 'Carmina Quartet', 'Rolf Lislevand', 'Wendy Champney', 'Michelle Bullock (2)', 'Ben Ingham', 'Christian Schmitt', 'Wendy Champney', 'Matthias Enderle (2)', 'Susanne Frank']"
Friedrich Tilegant,Baroque Gold,"[]"
Clinic,Cement Mixer,"['Pearl Studios', 'Orlake Records', 'Alex Macro', 'Rob Ferrier']"
Labi Siffre,Love-A-Love-A-Love-A-Love-A-Love,"['Siffre']"
Dennis Bovell,Brain Damage,"['Dennis Bovell', 'Terry Jones (7)', 'Angus Gaye', 'Bill Farley', 'Dave Hunt', 'Seyoum Netfa', 'Patrick Tenyue', 'John Kpiaye', 'Simon Fowler (2)', 'Tony Robinson (4)', 'Henry Tenyue', 'Dennis Bovell']"
Leroy Mafia,Beware Of Your Enemy / Beware,"['Gussie P Records', 'Gussie P Records', 'Gussie P Music', 'Gussie P']"
Pachelbel,Le Canon De Pachelbel & Deux Suites Pour Cordes / Le Concerto Pour Trompette De Fasch & Deux Symphonies,"['Johann Friedrich Fasch', 'Johann Pachelbel', 'Jacques Vatoux', 'Guy Laporte', 'Orchestre De Chambre Jean-François Paillard', 'Jean Hamon', 'Jacques Chambon', 'Pierre Pierlot', 'Lauros-Giraudon', 'Maurice André']"
Orquestra Filarmonica de Buenos Aires,Live In The Concertgebouw,"['Concertgebouw, Amsterdam']"
Bolesno Grinje,Krvave Ruke...Krvavi Novac,"['Sony Music México', 'HOC', 'Rio', 'Jule (5)', 'Angeri']"
Bolesno Grinje,Bolesno Grinje / Sodn' Dan,"['Ja Sam Glup', 'Bonko (2)', 'Hoc', 'Rio', 'Čeča Pleča', 'Mr. Smith (10)', 'Mrki', 'Leon', 'Angeri', 'Jani']"
Mel Smith,Yes Love / The Ho-Ho- Laughing Monster,"['Paul Bushnell Music', 'Storm Jordan Pub. Co.']"
Iwan Llewelyn Jones,Portreadau Crymreig / Welsh Portraits,"['Iwan Llewelyn Jones']"
Beggar & Co.,We All Work Out / Got To Get Away,"['Simon Fowler (2)', 'Andrew Christian']"
Matic Horns,Increase The Peace,"[]"
Vittorio Ghielmi,Forqueray Le Diable,"['Passacaille', 'Lorenzo Ghielmi', 'Musurgia bvba', 'Luca Pianca', 'Rodney Prada', 'Vittorio Ghielmi']"
Jean•Philippe Rameau,Les Six Concerts En Sextuor,"['Jean-Philippe Rameau', 'Jean-François Paillard', 'Orchestre De Chambre Jean-François Paillard', 'Daniel Madelaine', 'Marcelle Benoit']"
Le Rallye-Louvarts De Paris,Fanfares De Maître Et D'Equipage,"[]"
A. Vivaldi,Concerto En Sol Mineur Op. XI N.6 -  Concerto En Mi Mineur,"['Jean-François Paillard', 'A.-M. Beckensteiner', 'Ensemble Instrumental Jean-Marie Leclair']"
Lushworker,Cruise / Uplift / Hb1c MkII,"['James Watts (6)', 'Mark Savage (4)', 'Mike Vest']"
Schumann,Cello Concerto; Works For Cello And Piano,"['Naxos Rights US, Inc.', 'Naxos Rights US, Inc.', 'The Sage', 'Radio Bremen Sendesaal', 'Radio Bremen', 'Robert Schumann', 'Lars Vogt', 'Siegbert Ernst', 'Wilfried Schäper', 'Anthony Phillips (4)', 'Keith Anderson (6)', 'Cris Posslac', 'Gabriel Schwabe', 'Royal Northern Sinfonia', 'Giorgia Bertazzi', 'Mark Savage (4)', 'Philippe Lévy-Stab', 'Nicholas Rimmer', 'Renate Wolter-Seevers', 'Stephan Schmidt']"
Various,Jecklin Musik-Wettbewerb 1973,"['Heinz Walti']"
Robert Ferrier,Untitled,"[]"
Robert Ferrier,If Only You Knew,"['Robert Ferrier', 'Steve "Silk" Hurley']"
Afrikan Simba,What Is Going To Be / Life Inna Jail House,"['Tony Robinson (4)']"
Carl Stamitz,Quatre Quatuors = シュタミッツ=室内楽曲選,"['Nippon Columbia Co., Ltd.', 'Michel Tournus', 'Jacques Lancelot', 'Carl Stamitz', 'Jean-Pierre Rampal', 'Gilbert Coursier', 'Pierre Pierlot', 'Serge Collot', 'Gérard Jarry']"
Bolesno Grinje,The Last Grinjober,"['Hoc', 'Luze (2)', 'Jule (5)', 'William Blackmon', 'Angeri']"
Various,Extravaganza Dance Volume 1,"['IMP BVBA', 'IMP BVBA', 'IMP BVBA', 'Arjan Rietvink Productions', 'Astral Music', 'ALERT Design']"
Leon,Ring Around The Rosie EP,"[]"
Iwan Llewelyn Jones,Caneuon Heb Eiriau,"[]"
Hawkwind,Choose Your Masques,"['Doctor Technical', 'Harvey Bainbridge', 'Andrew Christian', 'Martin Griffin', 'Dave Brock', 'Terry Oakes', 'Ray Staff', 'Huw Lloyd-Langton', 'Ian Holm', 'Nik Turner', 'Pascoe Brock', 'Pat Moran']"
Landscape,Manhattan Boogie-Woogie,"['Richard James Burgess', 'Andy Jackson', 'Mike Gregovich', 'Neil Black', 'Pete Smith', 'Landscape', 'Andy Pask', 'Christopher Heaton', 'John L. Walters', 'Peter Thoms']"
Dollar,The Very Best Of Dollar,"['Productions Carrere', 'RCA Ltd.', 'RCA Limited', 'RCA Limited', 'Interworld Music Ltd.', 'Brighton Rock Productions', 'Oscar Music', 'Arnakata Music', 'Warner Bros. Music Ltd.', 'Stutter Music', 'EMI Music', 'Pendulum Music', 'Sea Shanty', 'Chappell', 'Northern Songs Ltd.', 'Tape One', 'Tape One', 'EMI Records', 'Andrew Christian', 'Paul Williams (14)', 'Shoot That Tiger!', 'BilBo (3)', 'JA', 'Jack Adams (2)', 'Simon Fowler (2)', 'Christopher Neil']"
Airwaves (4),New Day,"['Dave Charles', 'John David', 'Ray Martinez (2)', 'Bernie Grundman', 'Pat Moran']"
Budgie,Deliver Us From Evil,"['Burke Shelley', 'Steve Williams (37)', 'Julian Mendelsohn', 'Keith Finney', 'Neill King', 'John Thomas (6)', 'Duncan Mackay', 'Ray Staff', 'Don Smith']"
Jean•Philippe Rameau,Concerts En Sextuor (Integrale),"['Michel Garcin', 'Jean-Philippe Rameau', 'Jean-François Paillard', 'Françoise Gaussen', 'Daniel Madelaine', 'Bernard Vincent', 'Orchestre De Chambre Jean-François Paillard', 'Larousse (2)', 'Lauros-Giraudon', 'Monique Ruyssen', 'Marcelle Benoit']"
Jean-Philippe Rameau,Pigmalion (Acte De Ballet) / Troisième Concert From “Les Indes Galantes“,"['Les Choeurs R. St-Paul', 'Roger List', 'Jean-Philippe Rameau', 'Marcel Couraud', 'Janine Reiss', 'Orchestre De Chambre Des Concerts Lamoureux', 'Andrée Esposito', 'Claudine Collart', 'Edith Selig', 'Eric Marion']"
Johann Sebastian Bach,Concerto No. 1 in D Minor, BWV 1052 Concerto No. 2 in E Major, BWV 1053,"['Columbia Special Products', 'Erato', 'Jean-François Paillard']"
Drunk In Hell,Live @ SWINEFEST, Leeds, March 12th 2011,"["Karl D'Silva", 'Matt Stenger', 'Michael Gillham', 'Kev Short', 'Mike Vest', 'Pete Cann', 'Stephen Bishop (5)']"
Berio,The Complete Sequenzas, Alternate Sequenzas,"['Enzo Salomone', 'Edoardo Sanguineti']"
Original Fricktaler-Musikanten,Mit Musik Auf Reisen,"['Activ (2)', 'Meinrad Hürbin', 'A. + K. Severin-Weiss', 'Karl Herzog', 'Roland Rudiger', 'Hugo Höfle', 'Fotostudio Walti, Zürich', 'Sepp Gut']"
Clementi,Piano Music,"['Naxos Rights Europe Ltd', 'Naxos Rights Europe Ltd', 'Bayerischer Rundfunk, Studios München', 'Sonopress', 'BR-Klassik', 'Muzio Clementi', 'Jochen Fornell', 'Falk Häfner', 'Nicholas Rimmer', 'Keith Anderson (6)', 'Eckhard Glauche', 'Bernhard Greiner (2)']"
Silk,Chicago's Finest: The Chicago LP / CD,"['S & S Records Inc', 'S & S Records Inc', '101 Distribution', '101 Distribution', 'Prairie Cat Mastering', 'WWW.NOISELAND.COM', 'The ADS Group', 'Shannon "DJ Skip" Syas', 'Steve "Silk" Hurley', 'Mark', 'Skip', 'Silk']"
Airwaves (4),New Day (You Are The New Day),"['Pat Moran']"
J.S. Bach,J.S. Bach - Les Six Concertos Brandebourgeois,"['RCA Records', 'Erato Records', 'RCA Limited (Suc. Argentina)', 'RCA Limited (Suc. Argentina)', 'Johann Sebastian Bach', 'Jean-Pierre Rampal', 'Pierre Pierlot', 'Orchestre De Chambre Jean-François Paillard', 'Maurice André', 'Gérard Jarry']"
Various,Explosive Car Tuning 8 - Summer Edition,"['Sony Music Entertainment (Belgium) nv/sa', 'Sony Music Entertainment (Belgium) nv/sa', 'Sony Music', 'Little Major Productions', 'Sony Music', 'Sony Music', 'Alert bvba', 'DJ Marcky']"
Children Of Fall,Ignition For Poor Hearts,"['John Rammelt', 'Magnus Björk', 'William Blackmon']"
Sake (4),Getaway,"['Ja Sam Gluh', 'Ja Sam Gluh', 'Geenger Records', 'IDM Music', 'Miniwave Studio', 'Jeni', 'Andrej', 'Mićo', 'Semi', 'Jule (5)', 'Sake (4)', 'Giovanna (10)']"
Nik Turner,Pharaohs From Outer Space,"['Republic Of Music', 'Painted Word Music', 'Painted Word Music', 'Meridian Studios', 'Meridian Studios', 'Finyl Tweek', 'Finlay Cowan', 'Luke Fitzpatrick', 'Greg', 'Michael Rendall', 'Luke Fitzpatrick', 'Michael Rendall', 'Youth', 'Youth']"
Pinkwind,Pinkwind,"['Marie Sulkowski', 'Michael Quartermain', 'Twink (4)', 'Dani Speakman', 'Barnaby Bennett', 'Nik Turner', 'Ricky Welsh']"
Joe Henderson Quintet,At The Lighthouse "If You're Not Part Of The Solution, You're Part Of The Problem","['Ron McClure', 'John Murello', 'Ray Hagerty', 'Orrin Keepnews', 'Tony Waters', 'Lenny White', 'George Cables', 'Bernie Grundman', 'Philip Melnick', 'Joe Henderson', 'Woody Shaw']"
James Rutledge,Hooray For Good Times,"['EMI', 'Capitol Records, Inc.', 'James Rutledge Enterprises', 'Capitol Records, Inc.', 'Capitol Records Pressing Plant, Winchester', 'Jetstar Music', 'Knifewing Music', 'Capitol Mastering', 'Jim Grant (4)', 'Thom Caccetta', 'Carl Dunn', 'Dahrell Norris', 'Don Smith', 'Thom Caccetta', 'Doug Rhone', 'Lee Pickens', 'Michael Rabon', 'Tommy Savanna', 'Kenneth Whitfield', 'Wly', 'Wally Traugott', 'Don Smith', 'James Rutledge', 'Thom Caccetta', 'Smith', 'Rutledge', 'Rabon', 'Michael Rabon', 'Tommy Savanna']"
Michael Rabon,Texas Till I Die,"['Jim Grant (4)', 'Dahrell Norris', 'Thom Caccetta', 'Doug Rhone', 'Michael Rabon', 'Wally Traugott', 'Ron Snyder (3)', 'Carl Dunn', 'Don Smith', 'Larry White (4)', 'Michael  Rabon', 'Tommy Savanna']"
Gioacchino Rossini,Exerpts From "Sins Of My Old Age","['Jean-Christophe Benoit', 'Edwin Loehrer', 'Societa Cameristica Di Lugano', 'Gioacchino Rossini', 'Lucienne Devallier', 'Edward Tatnall Canby', 'Luciano Sgrizzi', 'Eric Marion']"
J. S. Bach,Kantaten BWV 19, 40, 70, 140, 149, 180,"['Warner Music Manufacturing Europe', 'Erato Disques S.A.', 'Erato Disques S.A.', 'Claudia Hellman', 'Jakob Stämpfli', 'Heinrich-Schütz-Chor Heilbronn', 'Johann Sebastian Bach', 'Fritz Werner', 'Sanzio Raphael', 'Mister Brown (2)', 'Françoise Garcin', 'Nicholas Anderson', 'Ysabelle Van Wersch-Cot', 'Pforzheimer Kammerorchester', 'Michel Garcin', 'Agnès Giebel', 'Edith Selig', 'Ingeborg Reichelt', 'Georg Jelden']"
Stephen Bishop (5),Cllpss,"[]"
Edoardo Sanguineti,Poesie di Sanguineti Lette Dall'autore,"[]"
J.S. Bach,The Passions / Christmas Oratorio / B Minor Mass / Motets,"['Warner Classics', 'Warner Music UK Ltd.', 'Erato Disques', 'Floating Earth', 'Claudia Hellmann', 'Marga Höffgen', 'Margarethe Bence', 'Renate Günther', 'Stuart Wilson (2)', 'Barry McDaniel', 'Franz Kelch', 'Hermann Werdermann', 'Fabian Watkinson', 'Heinrich Schütz Choir, Heilbronn', "Boys' Choir Of The Robert-Mayer-Schule, Heilbronn", 'Fritz Werner', 'Richard Maillardet', 'Andrea Mantegna', 'Heilbronn Instrumental Ensemble', 'Pforzheim Chamber Orchestra', 'Südwestfunk Orchestra, Baden-Baden', 'Stefan Bown', 'David Hinitt', 'Geoff Miles', 'Limo Hearn', 'Mike Hatch', 'Raphaël Mouterde', 'Stephen Frost', 'Tony Bridge', 'Tony Harrison (2)', 'Agnes Giebel', 'Elisabeth Fellner', 'Friederike Sailer', 'Ingeborg Reichelt', 'Helmut Krebs']"
Fricktaler-Musikanten,Traumelodien Aus Oberkrain,"['Grüezi Schallplatten AG', 'Meinrad Hürbin', 'Fredy Werning', 'Roland Rudigier', 'Charly Neuner', 'Sepp Gut', 'A. Renold', 'B. Linder', 'Ch. Neuner', 'F. Werning', 'M. Hürbin', 'S. Gut']"
Fricktaler Musikanten,Die Volkstümliche Schlager-Parade Folge 3,"['Baur Music Production', 'Baur Music Production', 'Dureco', 'New Sound Studio, Pfäffikon', 'Ch. Neuner', 'K Huber (3)', 'Marco Lehmann (2)', 'Martin Schmidt (10)', 'Studio Art K. Meier', 'C. Brunner', 'S. Gut']"
Fritz Wunderlich,Es Steht Ein Soldat Am Wolgastrand (Operette In Gold 2),"['Verlagshaus Gruner + Jahr AG & Co.', 'Ariola Eurodisc GmbH', 'Sonopress Reinhard Mohn OHG', 'Mohndruck Reinhard Mohn OHG', 'Cranz', 'Bosworth & Co.', 'Glockenverlag', 'Bavaria']"
Various,Alpenland Starparade '90,"['Jacky Baumgartner']"
Paul Johnson,I Ain't Got No Soul & Twisted,"[]"
Various,X-Trance - The Best Of Dream Vol. 2,"['Bavaria']"
Various,Meditation (Klassische Meisterwerke Zur Entspannung),"['Delta Music GmbH', 'A. Backhausen', 'Bavaria']"
Can,Out Of Reach,"['Rosko Gee', 'Conny Plank', 'Can', 'Irmin Schmidt', 'Jaki Liebezeit', 'Michael Karoli']"
Can,Can-Can,"['EMI Electrola GmbH', 'Can', 'Druckhaus Maack KG', 'Backhausen']"
Jaki Liebezeit,Opera,"['Werner Kiera']"
Robert Coyne,Lullaby For Myself / Away With The Fairies,"['Rough Trade Distribution', 'Meyer Records', 'Meyer Records', 'Pauler Acoustics', 'H.P.']"
Virtual Element,Basic Energy,"['Pauler Acoustics', 'Bonzai Trance Progressive', 'BMG Universal Music Publishing', 'Intergroove', 'Hartwerk', 'H.P.', 'Malik B.']"
Pelzig,The Car Compilation,"['Uphon-Tonstudio', 'Planwerk', 'Pauler Acoustics', 'Planwerk', 'H.P.', 'Mario Thaler', 'Pelzig']"
Pelzig,Just a Minute,"[]"
J.S. Bach,Kantaten BWV 6, 31, 67, 76, 80, 87,"['Erato Disques S.A.', 'Warner Music Manufacturing Europe', 'Johann Sebastian Bach', 'Fritz Werner', 'Françoise Garcin', 'Daniel Madelaine', 'Peter Willemoës', 'Jacques Doll', 'Ysabelle Van Wersch-Cot', 'Michel Garcin']"
Friederike Sailer,Deutsche Liebeslieder,"['Rolf Reinhardt', 'Friederike Sailer', 'Fritz Wunderlich']"
Various,Happy Birthday - Die Geburtstags-CD Vom Ihrem RTL-Club,"['Widder Musik', 'Widder Musik', 'Sonopress', 'GrafikAtelier Baumeister, Gütersloh', 'Bavaria']"
Dinu Radu,Im Traumland Der Panflöte,"['Delta Music GmbH', 'Countdown Music', 'T. Pankratz D. & A.', 'Dinu Radu', 'Bavaria']"
Franz K.,Geh Zum Teufel,"['EMI Electrola GmbH', 'Peter Orloff GmbH & Co. KG', '4P Nicolaus GMBH', 'Hermes Music Studios', 'Franz K.', 'A. Backhausen', 'Mick Hannes', 'Helmut Gerversmann', 'D. Dörr', 'Stefan Joséfus', 'Peter Joséfus']"
Jah Wobble,How Much Are They?,"['Holger Czukay', 'Jah Wobble', 'Angus MacKinnon', 'Jaki Liebezeit', 'John Dent']"
Youth,Ketama Live,"['Martin Glover', 'Eugene Ignashev']"
Tagtraum,Trotz & Träume,"['MANUFAKTUR Für Feinste Geräusche', 'Pauler Acoustics', 'Michael Stark (4)', 'H.P.', 'Sven Peks', 'Tagtraum', 'Sven Peks']"
Pelzig,John T.,"[]"
Glenn Sutton,The Football Card / The Ballad Of The Blue Cyclone,"['Glenn Sutton']"
Johann Jakob Froberger,Deux Siècles De Musique Allemande De Froberger à Bach à Mozart,"[]"
J-S Bach,Les Grandes Cantates / Cantate BWV 119 - Cantate BWV 128,"['Emmy Lisken', 'Barry McDaniel', 'Heinrich-Schütz-Chor Heilbronn', 'Johann Sebastian Bach', 'Fritz Werner', 'Südwestdeutsches Kammerorchester', 'Maria Friesenhausen', 'Georg Jelden']"
J-S Bach,Passion Selon Saint Marc = Markuspassion BWV 247,"['Emmy Lisken', 'Der Süddeutsche Madrigalchor', 'Johann Sebastian Bach', 'Wolfgang Gönnenwein', 'Gerhard Braun', 'Hartmut Strebel', 'Eugen M. Dombois', 'Jacques Chambon', 'Pierre Pierlot', 'Südwestdeutsches Kammerorchester', 'Eva Hölderlin', 'Helen Erwin', 'Georg Jelden', 'Alfred Lessing', 'Heinrich Haferland', 'György Terebesi', 'Percy Kalt', 'Jacoba Muckel']"
Maja,Zweimalig!,"[]"
Irmin Schmidt,Impossible Holidays + Musk At Dusk,"['Irmin Schmidt', 'Gareth Jones', 'Ron Kurz', 'Michael Karoli', 'René Tinner', 'Mathias Fallert', 'Claudia Stülpner (2)', 'Gitte Hænning', 'Özay Fecht', 'Juán José Mosalini', 'Franck Ema-Otu', 'Jaki Liebezeit', 'George Reinhart', 'Peter Weihe', 'Duncan Fallowell', 'Steve Shehan', 'Trilok Gurtu', 'Max Loderbauer', 'Geoff Warren']"
Various,Derek Jarman's The Last Of England (The Original Motion Picture Soundtrack),"['Simon Fisher Turner', 'El Tito', 'David Snell (2)', 'Slim Smith (2)', 'Mike Laye', 'Paul Kendall', 'Anne Stephenson', 'Audrey Riley', 'Billy McGee', 'Jocelyn Pook', 'Sally Herbert', 'Claudine Coule', 'Louis Philippe', 'Martyn Bates', 'Nigel Terry', 'Tilda Swinton']"
Various,Familienangelegenheiten #2,"['Indigo (2)', 'Warner/Chappell', 'Community', 'Motorpsychodelic Tunes', 'Glitterhouse', 'Sumo Publishing', 'Rye', 'Slam (2)', 'Mosh Productions', 'Liwa', 'Sa-Vette Music Co.', 'Wintrup Musikverlag', 'AJ (16)']"
Virginia Woolf,Orlando,"[]"
Béla Bartók,Sonata for Two Pianos & Percussion ● Suite for Two Pianos,"['Erato Disques S.A.', 'Abbaye De Fontevraud', 'Béla Bartók', 'Jacques Doll', 'Guy-Joël Ciprinani', 'Gérard Pérotin', 'Georges Pludermacher', 'Jean-François Heisser', 'Ysabelle Van Wersch-Cot']"
J.S. Bach,Les Sonates Pour Flute Vol.1,"['Jean Huchot', 'Johann Sebastian Bach', 'Daniel Madelaine', 'Jean-Pierre Rampal', 'Robert Veyron-Lacroix', 'Olivier Alain']"
Anton Dvorak,Concerto En La Mineur Op.53 Pour Violon Et Orcestre // Concerto En Ré Mineur Op.22 Pour Violon Et Orchestre,"['Anton Dvorak', 'Henri Wieniawsky', 'Rolf Reinhardt', 'Orchestre Du Südwestfunk, Baden-Baden', 'Bronislaw Gimpel']"
Dvorak,Dvorak & Goldmark Violin Concertos,"['Allied Record Company', 'Vox Productions, Inc.', 'Pieter Bruegel the Elder', 'Rolf Reinhardt', 'Russell Smith (9)', 'RVG', 'Southwest German Radio Orchestra (Baden-Baden)', 'Bronislaw Gimpel']"
Various,Die Deutsche Schlagerparade 3/88,"['PDO, Germany', 'TOPAC', 'Jörg Brinkmann (2)', 'Grafik Atelier Baumeister, Gütersloh']"
Gheorghe Zamfir,Stars Der Panflöte - Ihre Schönsten Melodien,"['Maus & Partner', 'Klaus Range']"
Various,The RVG Album - Jazz From Rudy Van Gelder,"['Toshiba EMI Ltd', 'Van Gelder Studio, Englewood Cliffs, New Jersey', 'Michael Cuscuna', 'Hitoshi Namekata', 'HN', 'Rudy Van Gelder']"
Various,One Night With Blue Note Preserved,"['Town Hall, New York', 'RCA Recording Studios', 'Toshiba EMI Ltd', 'Bruce Theriot', 'Stephen Reed (2)', 'Jackie Murphy', 'Reid Miles', 'Michael Cuscuna', 'Bruce Lundvall', 'Michael Cuscuna', 'Harrison Funk', 'Michael Cuscuna', 'Mike Berniker', 'Bill Freston', 'Jock McLean', 'Don Sickler', 'Todd Barkan', 'Mike Moran (7)']"
Peter Josefus,Ihre Erste Liebe,"[]"
Tagtraum,Ich Bin,"['Jörg Holdinghausen', 'Tobias Götz', 'Kai Blankenberg', 'Sven Peks', 'Tagtraum', 'Matthias Nürnberger', 'Tagtraum']"
Supernichts,Hamburg Köln Belgrad,"['Supernichts', 'Jim Pansen', 'Achim Arschloch', 'Frank Franksen', 'Dragan Draganovic', 'Dragan Trifunovic', 'Helen Adjouri', 'Kerstin Mühr', 'Minna', 'Silke Junick', 'Sven Peks', 'Harry Krischner']"
Glenn Sutton,Too Many Honky Tonks (Behind Her),"['Billy Sherrill']"
Glenn Sutton,I Just Can't See,"[]"
Glenn Sutton,I'm Gone This Time,"[]"
Antonio Vivaldi,L'Estro Armonico : Op. 3,"['Musical Heritage Society, Inc.', 'Jacoba Muckel', 'Antonio Vivaldi', 'Southwest German Chamber Orchestra', 'Georg Egger', 'György Terebesi', 'Maria Fülöp', 'Takahiro Muroya']"
Geoff Warren,The Quartet Album,"['M.A.T. Studios, Villafranca', 'Martina Bonati', 'Marco Di Marzio', 'Geoff Warren', 'Ewan Rigg', 'Walter Caratelli', 'Clemente Bonati', 'Geoff Warren', 'Geoff Warren', 'Raffaele Pallozzi', 'Trevor Taylor (2)', 'Luca Milvio', 'Nicola Crema']"
Vladislav Delay,Roadblocks,"[]"
William Shakespeare,Pericles,"['The Audio Partners Publishing Corp.', 'The Audio Partners Publishing Corp.', 'Arkangel Productions', 'Dominique Le Gendre', 'Charlotte Harvey', 'Polly Coles', 'Clive Brill', 'Wilfredo Acosta', 'Bill Shepherd (8)', 'Tom Treadwell', 'Abigail Docherty', 'Cameron Stewart (5)', 'Christopher McElroy (2)', 'Maynard Eziahi', 'Neil Daglish', 'Richard Trahair', 'Tom Farrelly', 'Peter Marinker', 'Alwyne Taylor', 'Lloyd Hutchinson', 'Alec Linstead', 'Christopher Timothy', 'Siobhan Redmond', 'Sir John Gielgud', 'David Killick', "Jason O'Mara (2)", 'Sian Radinger', 'Alan Cox (4)', 'Julie Cox', 'Ian Gelder', 'Nigel Terry', 'Christopher Benjamin (2)', 'Stella Gonet', 'William Shakespeare']"
Andy Human And The Reptoids,Andy Human And The Reptoids,"['Zero Degree', 'Andy Human And The Reptoids', 'B. East Man', 'AJ (16)', 'Cripe Jergensen', 'Sam Lefebvre', 'Lucas B.', 'A. Human', 'B. Eastman', 'Benny B. (3)', 'Andy Human', 'Amber Sermeño', 'Rachael Cleveland', 'R.A. Diehl', 'Andy Human']"
Anne Queffélec,La Folle Journée de Nantes 2013 - L'Heure Exquise,"[]"
Quatuor D'Anches Costarini,La Fugue - Son Plan, Ses Secrets, Son Intérêt,"['Jacques Lonchampt', 'Olivier Alain']"
Édouard Lalo,Sinfonía española,"[]"
Sara Carter (4),Modern American Art Songs,"['The Rachmaninoff Society', 'Jules Halfant', 'Bernhard Weiser', 'Sara Carter (4)']"
Various,Club Top 13 National - Januar/Februar 1988,"['Jörg Brinkmann (2)', 'Wolfgang Hennecke']"
Autosalvage,Rampant Generalities / Parahighway,"['Autosalvage', 'Irving Spice', 'Skip Boone', 'Mike Moran (7)', 'Ray Hall', 'Rick Turner', 'Thomas Danaher', 'Bob Cullen', 'Rick Jarrard', 'Darius LaNoue Davenport']"
Red Garland,Feelin' Red,"['Sam Jones', 'Tamar Zinn', 'Al Foster', 'Elvin Campbell', 'Joe Brescio', 'Tom Copi', 'Red Garland', 'Mitch Farber', 'Todd Barkan']"
Matze Rossi,Ich Fange Feuer,"['Audio Lodge', 'Audio Lodge', 'Lala Studios', 'Martin Stumpf (2)', 'Uwe Breunig', 'Werner Goldbach', 'Tobias Streng', 'Senore Matze Rossi', 'Basti Wegner', 'Carolin Breckle', 'Sven Hoppmann', 'Matthias Nürnberger', 'Sven Peks']"
Supernichts,Immer Wenn Ich Musst Du,"['Flight 13 Duplication', 'Gotteswegstudio A', 'Gotteswegstudio A', 'Gotteswegstudio A', 'Jim Pansen', 'Achim Arschloch', 'Frank Franksen', 'Supernichts', 'Sebastian Blaschke', 'Harry Krischner']"
Billy Sherrill,Theme From 'The Incredible Hulk',"[]"
Billy Sherrill,Tipsy,"[]"
Minna,Kosketan,"['Joni Armio', 'Seppo Heikkonen', 'Minna Aronen', 'Be Pop Studio']"
Carl Stamitz,6 Duos Für Violine Und Violoncello Op. 19,"['Sandoz Produkte (Schweiz) AG', 'RBM Musikproduktion', 'Carl Stamitz', 'Takahiro Muroya', 'Gisela Reith']"
Billy Sherrill,Rules Of The Game,"['B. Sherrill']"
Supernichts,Fixpunkte & Bojen,"['Supernichts', 'Jim Pansen', 'Achim Arschloch', 'Frank Franksen', 'Tim Buktu (2)', 'Sven Peks', 'Harry Krischner']"
William Shakespeare,The Winter's Tale,"['Peter Wood (6)', 'John Gielgud', 'Peggy Ashcroft', 'William Shakespeare']"
Andy Human And The Reptoids,Kill The Comma / Do The Mole,"['Zero Degree (2)', 'B. Eastman', 'Cripe', 'A. Cockroach', 'A.J', 'B.E', 'I. Deihl', 'A. Jordan', 'A. Human']"
Monica Von Saalfeld,Clara Wieck-Schumann:,"[]"
Various,Club Top 13 · Extra - Aus Den Hitparaden 1985,"['TOPAC', 'Sonopress', 'Wim J. E. Zuijdervelt', 'Hennecke']"
Terry Boylan,Alias Boona,"['Terence Boylan', 'David Krieger', 'Walter Becker', 'Darius LaNoue Davenport', 'Herbie Lovelle', 'Jimmy Johnson (2)', 'Joe Zag', 'Ron Jonsen', 'Val Valentin', 'John Boylan', 'Elliott Landy', 'Donald Fagen']"
Bear (9),Greetings, Children Of Paradise,"['Dick Smith (9)', 'Michael Soles', 'Skip Boone', 'Darius LaNoue Davenport', 'Val Valentin', 'Artie Traum', 'Eric Kaz', 'Joel Brodsky', 'John Boylan', 'Steven Soles']"
Farberius,Starclimber,"['Mitch Farber', 'Ed Rak', 'Steve Khan', 'W. Dale Cramer', 'F. F. Lang', 'Danny Gottlieb', 'Mark Egan', 'Sy Johnson', 'Joe Brescio', 'Sammy Figueroa', 'Gary Campbell', 'Randy Brecker']"
Dave Frishberg,The Dave Frishberg Songbook: Volume No 1,"['Bill Goodwin', 'Steve Gilmore', 'David Brier', 'Chris Fichera', 'Richard M. Sudhalter', 'Tom Copi', 'Dave Frishberg']"
Tony Lakatos,Generation X,"[]"
Michel Bisceglia,About Stories,"['Werner Lauscher', 'Marc Lehan', "'Cia Jansen", 'Michel Bisceglia', 'Bob Mintzer', 'Randy Brecker']"
Włodek Pawlik Quartet,Turtles,"['Polonia Records Co.', 'Thomas Knific', 'Cezary Konrad', 'Włodzimierz Pawlik', 'Trent Kynaston', 'Randy Brecker']"
James First (2),Choose Your Life,"['Broken Silence', 'Blastbeat Productions, Kiel', 'Markus Tertocha', 'Klebo', 'Woomi', 'Czassi', 'Markus', 'Sven Hoppman', 'DISORDERLOVENPEACE', 'Oliver Carell', 'James First']"
